OG0007653	Breviolum34574	K08798
OG0003664	Breviolum227427	K16297
OG0006146	Breviolum63069	K05601
OG0000012	Breviolum366082	K04043
OG0000182	Breviolum206365	K07376
OG0000004	Breviolum86874	K13412
OG0000709	Breviolum51191	K03929
OG0000083	Breviolum58755	K17341
OG0000539	Breviolum52619	K02987
OG0000305	Breviolum81215	K10380
OG0002163	Breviolum343068	K19041
OG0006090	Breviolum173958	K01528
OG0006000	Breviolum48792	K02150
OG0003060	Breviolum304435	K01784
OG0000242	Breviolum22758	K08789
OG0002886	Breviolum6775	K14430
OG0001392	Breviolum347904	K15631
OG0000012	Breviolum169226	K03283
OG0000184	Breviolum291368	K16465
OG0002346	Breviolum61196	K10380
OG0002064	Breviolum264469	K06669
OG0000177	Breviolum69641	K10808
OG0006686	Breviolum69693	K04460
OG0000298	Breviolum32295	K16197
OG0002383	Breviolum99920	K03777
OG0001726	Breviolum307408	K00587
OG0000351	Breviolum346372	K15276
OG0001079	Breviolum356300	K23882
OG0001073	Breviolum52282	K24510
OG0001468	Breviolum58009	K09935
OG0007143	Breviolum69516	K08869
OG0000323	Breviolum264234	K12598
OG0005448	Breviolum54146	K00472
OG0004461	Breviolum373726	K03020
OG0003366	Breviolum209687	K22066
OG0000117	Breviolum91806	K04856
OG0000699	Breviolum44421	K04515
OG0003019	Breviolum62487	K01969
OG0000796	Breviolum305162	K01488
OG0005834	Breviolum383494	K08343
OG0003196	Breviolum304160	K22614
OG0000326	Breviolum28005	K08794
OG0003017	Breviolum74503	K19573
OG0007390	Breviolum23597	K23965
OG0007500	Breviolum50308	K11165
OG0005541	Breviolum36578	K20660
OG0004845	Breviolum227523	K19754
OG0001942	Breviolum343717	K01363
OG0006038	Breviolum18416	K08292
OG0000053	Breviolum47349	K02218
OG0006163	Breviolum27687	K08069
OG0001462	Breviolum214124	K02974
OG0000446	Breviolum69398	K07976
OG0000965	Breviolum165018	K01081
OG0005335	Breviolum228789	K10380
OG0003400	Breviolum389293	K00859
OG0003036	Breviolum99556	K03294
OG0004818	Breviolum93660	K02906
OG0000184	Breviolum190775	K02183
OG0000435	Breviolum32974	K05633
OG0001865	Breviolum35006	K00750
OG0006653	Breviolum302689	K25395
OG0004302	Breviolum305561	K09022
OG0007362	Breviolum91435	K14555
OG0006795	Breviolum49534	K00939
OG0007184	Breviolum5312	K24749
OG0004089	Breviolum95757	K10027
OG0002192	Breviolum273569	K05613
OG0001875	Breviolum386985	K11982
OG0001654	Breviolum387543	K15667
OG0000257	Breviolum58661	K01953
OG0006886	Breviolum68874	K00974
OG0006066	Breviolum94727	K23438
OG0002263	Breviolum230297	K03439
OG0006289	Breviolum303398	K19225
OG0003350	Breviolum29469	K24205
OG0007421	Breviolum349419	K16639
OG0000421	Breviolum81205	K21989
OG0007187	Breviolum310093	K09456
OG0000229	Breviolum271191	K02641
OG0002350	Breviolum88223	K11838
OG0001587	Breviolum90344	K10455
OG0003312	Breviolum62931	K06158
OG0000286	Breviolum50415	K02953
OG0000398	Breviolum31371	K10799
OG0002041	Breviolum266736	K17302
OG0000650	Breviolum7421	K09838
OG0007655	Breviolum185752	K14445
OG0001852	Breviolum26828	K07305
OG0000466	Breviolum62156	K24427
OG0000027	Breviolum179660	K10406
OG0000689	Breviolum50876	K11204
OG0004525	Breviolum71033	K25166
OG0000668	Breviolum74755	K05389
OG0004958	Breviolum73028	K01462
OG0000182	Breviolum82261	K07376
OG0005249	Breviolum69228	K00128
OG0004980	Breviolum27895	K04421
OG0001032	Breviolum50275	K01557
OG0006697	Breviolum225710	K21915
OG0002111	Breviolum5071	K03115
OG0000226	Breviolum234810	K01803
OG0004440	Breviolum174561	K01256
OG0004094	Breviolum63250	K15335
OG0001884	Breviolum267244	K10380
OG0007710	Breviolum18869	K17817
OG0006652	Breviolum208977	K15101
OG0001344	Breviolum206846	K03321
OG0000084	Breviolum300675	K03257
OG0007044	Breviolum31381	K10442
OG0003258	Breviolum6968	K10532
OG0000055	Breviolum176701	K10615
OG0002540	Breviolum389585	K19329
OG0000079	Breviolum210103	K08994
OG0000468	Breviolum68381	K00574
OG0006099	Breviolum44499	K17560
OG0000788	Breviolum63046	K20899
OG0001310	Breviolum271268	K05302
OG0004427	Breviolum344150	K25192
OG0000256	Breviolum58786	K12132
OG0006244	Breviolum94599	K10579
OG0002652	Breviolum392323	K02993
OG0002601	Breviolum47746	K10569
OG0000579	Breviolum191479	K13210
OG0002671	Breviolum344254	K12385
OG0005020	Breviolum206297	K14709
OG0003335	Breviolum89360	K12132
OG0002659	Breviolum8040	K12460
OG0000860	Breviolum171403	K01537
OG0001064	Breviolum344654	K17065
OG0007689	Breviolum59933	K17911
OG0001604	Breviolum34867	K05218
OG0002466	Breviolum386236	K18749
OG0004876	Breviolum59704	K00586
OG0000022	Breviolum70708	K01802
OG0000177	Breviolum57460	K10808
OG0000810	Breviolum71087	K21993
OG0005361	Breviolum31551	K14510
OG0006359	Breviolum302941	K03217
OG0002207	Breviolum386748	K24635
OG0002235	Breviolum47450	K04840
OG0003433	Breviolum344097	K00140
OG0000652	Breviolum69325	K13412
OG0007059	Breviolum62443	K15436
OG0003851	Breviolum57393	K09592
OG0004118	Breviolum74770	K10380
OG0000589	Breviolum345566	K11209
OG0005006	Breviolum165320	K03218
OG0000008	Breviolum267115	K09512
OG0003635	Breviolum70720	K08857
OG0007359	Breviolum86524	K10614
OG0001354	Breviolum390260	K17630
OG0001979	Breviolum303466	K15272
OG0001088	Breviolum21739	K01759
OG0002647	Breviolum344776	K00314
OG0001221	Breviolum391815	K00143
OG0000420	Breviolum69962	K10380
OG0000861	Breviolum236731	K03152
OG0003687	Breviolum49138	K13675
OG0005502	Breviolum31736	K16862
OG0003316	Breviolum82920	K20198
OG0005880	Breviolum69874	K01598
OG0005579	Breviolum305795	K01803
OG0000057	Breviolum48733	K20606
OG0000743	Breviolum27744	K03772
OG0007333	Breviolum345191	K13698
OG0001265	Breviolum274665	K03676
OG0000774	Breviolum28849	K15692
OG0002312	Breviolum168670	K04851
OG0006515	Breviolum16694	K06637
OG0000365	Breviolum82459	K07304
OG0000013	Breviolum42829	K10380
OG0007408	Breviolum2804	K00471
OG0000782	Breviolum348651	K02114
OG0001868	Breviolum95804	K03130
OG0005969	Breviolum53998	K19327
OG0006759	Breviolum345480	K07023
OG0000098	Breviolum34589	K09571
OG0000955	Breviolum348283	K06969
OG0002577	Breviolum97168	K14850
OG0002172	Breviolum182145	K21418
OG0004636	Breviolum65936	K12189
OG0004965	Breviolum81811	K00766
OG0005790	Breviolum90474	K18399
OG0000646	Breviolum98536	K10840
OG0000234	Breviolum264693	K00026
OG0004102	Breviolum28451	K00567
OG0003565	Breviolum347226	K03029
OG0005060	Breviolum225800	K00799
OG0000022	Breviolum99440	K01802
OG0006722	Breviolum69793	K07937
OG0000177	Breviolum5774	K10808
OG0001515	Breviolum309255	K06002
OG0005698	Breviolum310633	K16742
OG0000921	Breviolum166961	K18443
OG0001101	Breviolum69096	K00852
OG0001725	Breviolum22642	K17757
OG0001118	Breviolum95711	K17680
OG0000153	Breviolum62692	K00927
OG0002993	Breviolum284155	K08244
OG0002057	Breviolum389171	K18789
OG0007554	Breviolum87768	K15377
OG0006985	Breviolum48861	K14209
OG0007121	Breviolum383782	K12440
OG0001238	Breviolum51240	K14376
OG0004513	Breviolum238934	K00357
OG0003323	Breviolum304982	K01802
OG0000437	Breviolum50982	K00460
OG0006345	Breviolum31857	K03978
OG0006866	Breviolum269597	K06176
OG0003613	Breviolum81633	K19430
OG0000048	Breviolum164750	K17341
OG0006203	Breviolum18884	K03686
OG0000040	Breviolum81699	K13293
OG0003589	Breviolum93266	K05794
OG0005669	Breviolum345498	K00860
OG0002634	Breviolum349093	K01412
OG0006042	Breviolum81514	K03438
OG0004273	Breviolum96114	K06660
OG0005044	Breviolum93121	K03097
OG0005004	Breviolum53344	K18740
OG0000128	Breviolum189829	K08582
OG0001929	Breviolum276799	K15109
OG0000246	Breviolum4193	K03259
OG0001853	Breviolum71171	K01887
OG0000316	Breviolum57319	K00088
OG0000736	Breviolum96516	K24796
OG0002310	Breviolum171909	K05273
OG0000379	Breviolum48473	K22754
OG0001412	Breviolum348489	K12460
OG0002260	Breviolum272145	K04856
OG0001452	Breviolum47179	K10380
OG0000031	Breviolum229384	K06180
OG0000868	Breviolum39613	K06911
OG0000601	Breviolum90975	K14411
OG0001315	Breviolum60213	K08798
OG0002210	Breviolum209057	K12860
OG0000234	Breviolum79080	K00026
OG0000613	Breviolum346630	K01491
OG0007671	Breviolum385659	K04892
OG0006615	Breviolum226447	K13507
OG0000142	Breviolum71039	K15377
OG0002481	Breviolum70961	K00710
OG0007088	Breviolum394525	K09839
OG0000809	Breviolum5346	K02917
OG0006917	Breviolum303557	K04420
OG0005490	Breviolum97434	K03364
OG0001518	Breviolum305396	K11168
OG0000182	Breviolum95166	K07376
OG0001126	Breviolum94770	K01641
OG0006074	Breviolum7193	K20346
OG0002161	Breviolum31913	K10615
OG0000200	Breviolum81162	K15013
OG0000022	Breviolum96046	K03768
OG0004815	Breviolum4106	K00914
OG0002775	Breviolum206264	K05349
OG0002318	Breviolum62322	K19519
OG0001810	Breviolum70605	K14950
OG0005699	Breviolum32395	K08582
OG0001279	Breviolum69411	K12120
OG0004391	Breviolum99567	K19219
OG0000458	Breviolum62796	K00059
OG0000501	Breviolum68444	K07115
OG0002905	Breviolum385457	K15033
OG0005514	Breviolum69562	K13412
OG0002140	Breviolum237310	K14079
OG0000022	Breviolum8740	K01802
OG0001423	Breviolum345292	K02868
OG0006753	Breviolum302695	K22614
OG0005299	Breviolum30932	K09680
OG0005376	Breviolum389411	K11646
OG0000475	Breviolum388686	K12391
OG0004982	Breviolum83710	K08850
OG0006241	Breviolum305590	K13755
OG0002002	Breviolum307316	K14538
OG0003895	Breviolum356909	K00011
OG0007087	Breviolum211851	K11175
OG0006247	Breviolum386358	K13336
OG0001046	Breviolum170626	K02184
OG0000012	Breviolum276693	K04043
OG0002808	Breviolum349265	K01850
OG0006959	Breviolum83195	K22900
OG0005786	Breviolum209145	K02945
OG0005453	Breviolum308428	K01056
OG0007595	Breviolum31323	K17499
OG0003984	Breviolum389390	K00797
OG0002469	Breviolum34584	K14846
OG0001010	Breviolum219652	K03671
OG0005456	Breviolum27967	K00898
OG0003076	Breviolum67974	K10799
OG0000903	Breviolum92061	K19513
OG0003171	Breviolum31613	K00899
OG0000182	Breviolum72178	K04739
OG0000078	Breviolum206208	K09637
OG0001082	Breviolum392706	K13989
OG0007311	Breviolum35049	K10407
OG0004869	Breviolum346608	K13208
OG0001512	Breviolum355231	K22763
OG0004609	Breviolum308616	K17606
OG0000682	Breviolum63426	K15042
OG0006523	Breviolum83349	K11252
OG0000105	Breviolum168847	K09874
OG0006376	Breviolum2281	K06178
OG0006048	Breviolum304157	K03098
OG0003334	Breviolum309158	K06972
OG0002944	Breviolum243861	K02078
OG0000086	Breviolum178029	K10359
OG0001607	Breviolum26276	K17616
OG0000558	Breviolum1713	K18995
OG0006779	Breviolum312630	K00733
OG0007061	Breviolum49705	K06179
OG0004824	Breviolum31779	K00078
OG0002212	Breviolum5892	K09667
OG0001399	Breviolum309432	K08864
OG0007502	Breviolum230827	K01174
OG0002531	Breviolum206871	K07393
OG0001305	Breviolum89081	K10394
OG0000293	Breviolum24947	K02978
OG0000469	Breviolum207878	K18849
OG0000358	Breviolum89402	K03854
OG0003705	Breviolum38961	K04774
OG0004984	Breviolum318389	K15445
OG0001234	Breviolum78457	K14338
OG0007245	Breviolum235315	K01897
OG0003879	Breviolum208843	K08764
OG0005802	Breviolum72990	K03272
OG0002583	Breviolum363819	K10420
OG0005014	Breviolum349634	K05765
OG0002723	Breviolum227398	K01259
OG0005573	Breviolum56450	K06694
OG0002377	Breviolum346264	K00472
OG0005474	Breviolum57212	K16582
OG0004776	Breviolum205659	K03033
OG0002737	Breviolum218614	K04564
OG0001815	Breviolum70778	K01130
OG0005262	Breviolum68717	K25388
OG0001891	Breviolum95955	K00472
OG0006735	Breviolum82117	K14015
OG0006037	Breviolum206402	K10844
OG0005777	Breviolum91182	K00816
OG0003142	Breviolum31009	K19199
OG0002269	Breviolum45507	K12035
OG0000730	Breviolum265134	K17943
OG0002066	Breviolum49124	K22381
OG0004133	Breviolum49803	K01684
OG0001668	Breviolum226428	K15272
OG0007512	Breviolum248251	K03512
OG0006101	Breviolum93778	K22763
OG0003709	Breviolum25171	K22366
OG0007666	Breviolum76304	K10380
OG0000479	Breviolum226024	K17506
OG0004031	Breviolum86963	K03512
OG0005940	Breviolum93209	K07756
OG0002935	Breviolum47306	K24927
OG0001143	Breviolum5485	K09511
OG0001733	Breviolum88128	K10768
OG0005168	Breviolum84689	K01190
OG0003463	Breviolum70989	K18643
OG0003022	Breviolum72777	K06176
OG0007301	Breviolum70049	K07407
OG0002819	Breviolum228537	K05841
OG0003632	Breviolum272895	K15335
OG0001833	Breviolum92319	K10380
OG0000021	Breviolum303893	K22763
OG0000551	Breviolum381815	K06215
OG0004376	Breviolum321554	K00606
OG0003378	Breviolum62702	K10290
OG0002042	Breviolum22215	K14004
OG0000933	Breviolum276708	K03405
OG0003390	Breviolum383786	K01379
OG0000209	Breviolum69381	K14440
OG0002887	Breviolum59204	K20359
OG0001807	Breviolum18661	K24729
OG0000281	Breviolum18875	K10380
OG0000459	Breviolum67274	K04833
OG0005380	Breviolum31296	K00611
OG0007058	Breviolum78370	K04125
OG0000322	Breviolum43890	K03768
OG0000012	Breviolum59996	K04043
OG0004968	Breviolum7552	K06178
OG0002175	Breviolum207070	K12734
OG0006321	Breviolum69446	K01076
OG0001155	Breviolum303162	K09517
OG0004112	Breviolum182857	K16531
OG0002185	Breviolum309386	K11968
OG0007380	Breviolum266988	K16487
OG0005215	Breviolum206307	K13208
OG0005051	Breviolum81141	K02727
OG0006254	Breviolum81257	K06013
OG0001965	Breviolum305798	K06689
OG0000893	Breviolum87640	K20279
OG0006984	Breviolum391365	K15303
OG0007726	Breviolum250438	K10615
OG0000056	Breviolum227993	K11426
OG0000036	Breviolum264837	K00924
OG0002977	Breviolum62440	K05658
OG0000031	Breviolum48852	K06180
OG0006493	Breviolum401959	K12394
OG0002167	Breviolum57399	K08900
OG0003753	Breviolum83395	K00476
OG0000141	Breviolum268794	K25897
OG0000012	Breviolum402453	K04043
OG0005703	Breviolum343202	K00773
OG0004192	Breviolum70965	K11600
OG0002240	Breviolum43797	K00771
OG0003603	Breviolum50525	K01796
OG0004136	Breviolum269659	K09518
OG0000053	Breviolum7496	K08960
OG0002468	Breviolum5904	K04982
OG0002845	Breviolum42830	K11251
OG0000775	Breviolum348513	K15704
OG0002156	Breviolum93568	K12319
OG0000171	Breviolum41377	K05350
OG0004874	Breviolum166364	K08827
OG0006666	Breviolum72567	K04799
OG0002369	Breviolum6168	K23909
OG0002290	Breviolum41614	K12132
OG0007028	Breviolum32468	K01692
OG0000135	Breviolum344532	K15502
OG0004659	Breviolum4173	K23853
OG0003938	Breviolum95156	K15837
OG0002210	Breviolum27703	K12860
OG0007357	Breviolum350526	K11971
OG0002769	Breviolum344997	K13412
OG0000005	Breviolum182502	K10392
OG0000536	Breviolum28649	K14755
OG0001102	Breviolum247950	K03386
OG0003327	Breviolum390631	K08369
OG0002373	Breviolum87675	K20367
OG0000690	Breviolum19215	K02930
OG0000706	Breviolum43439	K18703
OG0000012	Breviolum75005	K03283
OG0000606	Breviolum343911	K12836
OG0000908	Breviolum92708	K16602
OG0002655	Breviolum27997	K25058
OG0004763	Breviolum234339	K22075
OG0002473	Breviolum48924	K10380
OG0000800	Breviolum81184	K10746
OG0005792	Breviolum18936	K13354
OG0004341	Breviolum93167	K03596
OG0004918	Breviolum48952	K06942
OG0007079	Breviolum67294	K19572
OG0006084	Breviolum82000	K16726
OG0007652	Breviolum69685	K04460
OG0006396	Breviolum81385	K14950
OG0006724	Breviolum265624	K10418
OG0006688	Breviolum70817	K03798
OG0006654	Breviolum70195	K26222
OG0002323	Breviolum192172	K04958
OG0001221	Breviolum63671	K00143
OG0007305	Breviolum81777	K24728
OG0003754	Breviolum268639	K20726
OG0007223	Breviolum55435	K02881
OG0000025	Breviolum287247	K07937
OG0002347	Breviolum95986	K12486
OG0007021	Breviolum85764	K04842
OG0004618	Breviolum57190	K07243
OG0000025	Breviolum69749	K07937
OG0003651	Breviolum48886	K03217
OG0005610	Breviolum63482	K03665
OG0005589	Breviolum20593	K10737
OG0000170	Breviolum62598	K03438
OG0005138	Breviolum57539	K21989
OG0002691	Breviolum58797	K07767
OG0000923	Breviolum38352	K19882
OG0003227	Breviolum5362	K08991
OG0005028	Breviolum305155	K12184
OG0000918	Breviolum53518	K02693
OG0004127	Breviolum69816	K20352
OG0004556	Breviolum5589	K22071
OG0004475	Breviolum50905	K13523
OG0001526	Breviolum225890	K24205
OG0001017	Breviolum234790	K12733
OG0000428	Breviolum27909	K08585
OG0001102	Breviolum31493	K03386
OG0004208	Breviolum62512	K10413
OG0003354	Breviolum85951	K24770
OG0000153	Breviolum391247	K00927
OG0007695	Breviolum72458	K14769
OG0004402	Breviolum7399	K19757
OG0002093	Breviolum348419	K17339
OG0006005	Breviolum49071	K00699
OG0005784	Breviolum311361	K09122
OG0000174	Breviolum173624	K03737
OG0002560	Breviolum5117	K09935
OG0006991	Breviolum62700	K19756
OG0000321	Breviolum70577	K20242
OG0000315	Breviolum179944	K02256
OG0000178	Breviolum252158	K02984
OG0000896	Breviolum33392	K24743
OG0001989	Breviolum69734	K17938
OG0006630	Breviolum173068	K01803
OG0003928	Breviolum347955	K08716
OG0001395	Breviolum67506	K02997
OG0007524	Breviolum58508	K15920
OG0003761	Breviolum45446	K01062
OG0000012	Breviolum213269	K04043
OG0000190	Breviolum306644	K04459
OG0001574	Breviolum46860	K20031
OG0005812	Breviolum46655	K00012
OG0000741	Breviolum389534	K04371
OG0000754	Breviolum285525	K06942
OG0002732	Breviolum234138	K16282
OG0003148	Breviolum1745	K03256
OG0001655	Breviolum194585	K22133
OG0001145	Breviolum235497	K11254
OG0004562	Breviolum346636	K22614
OG0000673	Breviolum85050	K00108
OG0006187	Breviolum2195	K05906
OG0002709	Breviolum303289	K19998
OG0001141	Breviolum173103	K16726
OG0007418	Breviolum304093	K10442
OG0005606	Breviolum307003	K19245
OG0004770	Breviolum6328	K10392
OG0005964	Breviolum18764	K03978
OG0004993	Breviolum4613	K03348
OG0003255	Breviolum235174	K04040
OG0006586	Breviolum93488	K12443
OG0000160	Breviolum40679	K15692
OG0007633	Breviolum34946	K10260
OG0001509	Breviolum245265	K10380
OG0007454	Breviolum304359	K20027
OG0005775	Breviolum69913	K15100
OG0000506	Breviolum17700	K11098
OG0006889	Breviolum70407	K09861
OG0000649	Breviolum59757	K15102
OG0005123	Breviolum29497	K00486
OG0003899	Breviolum236486	K05961
OG0000919	Breviolum1866	K00545
OG0004471	Breviolum264624	K00464
OG0001741	Breviolum309661	K12862
OG0002749	Breviolum62614	K17491
OG0001234	Breviolum95443	K14338
OG0006388	Breviolum67281	K11153
OG0002890	Breviolum35026	K13239
OG0003965	Breviolum88249	K00456
OG0003193	Breviolum264201	K00800
OG0001964	Breviolum82352	K00058
OG0003004	Breviolum97337	K02295
OG0002595	Breviolum166979	K00472
OG0000871	Breviolum350275	K17584
OG0006336	Breviolum94225	K01673
OG0007270	Breviolum201715	K03327
OG0000566	Breviolum405478	K02915
OG0007214	Breviolum280192	K14566
OG0005457	Breviolum91805	K14990
OG0000072	Breviolum384616	K04834
OG0005323	Breviolum49835	K20299
OG0006981	Breviolum82395	K00826
OG0000613	Breviolum264926	K01491
OG0003264	Breviolum1835	K00939
OG0002888	Breviolum242009	K04097
OG0000641	Breviolum392097	K10393
OG0004920	Breviolum185787	K07374
OG0002296	Breviolum67967	K15272
OG0000829	Breviolum68604	K21866
OG0006714	Breviolum70478	K13761
OG0002750	Breviolum206244	K08857
OG0002413	Breviolum95731	K12471
OG0000719	Breviolum50931	K00031
OG0004421	Breviolum44503	K02959
OG0003039	Breviolum174053	K11262
OG0002125	Breviolum23096	K22684
OG0005308	Breviolum170840	K19525
OG0000453	Breviolum298948	K01637
OG0000280	Breviolum191465	K10407
OG0000151	Breviolum54632	K13207
OG0000519	Breviolum347190	K01648
OG0001599	Breviolum207869	K25458
OG0004632	Breviolum61110	K15448
OG0003360	Breviolum397651	K00432
OG0001268	Breviolum347340	K00826
OG0004844	Breviolum63785	K18622
OG0001138	Breviolum70397	K15259
OG0006817	Breviolum391859	K23855
OG0000322	Breviolum49314	K03768
OG0005059	Breviolum62912	K04739
OG0000762	Breviolum92602	K24680
OG0006040	Breviolum67891	K15381
OG0000033	Breviolum96116	K10860
OG0003326	Breviolum308652	K19612
OG0000315	Breviolum186674	K02256
OG0002014	Breviolum226356	K17506
OG0007675	Breviolum62123	K07877
OG0005068	Breviolum87378	K05349
OG0002844	Breviolum386541	K12608
OG0000244	Breviolum81344	K11412
OG0000188	Breviolum70933	K14802
OG0001059	Breviolum303824	K08832
OG0004970	Breviolum266668	K02183
OG0004117	Breviolum388543	K24155
OG0005549	Breviolum171757	K16196
OG0002933	Breviolum207763	K06180
OG0000588	Breviolum72365	K16780
OG0005738	Breviolum94739	K08176
OG0003633	Breviolum169376	K22614
OG0007306	Breviolum70810	K08272
OG0006250	Breviolum69624	K10878
OG0000022	Breviolum359880	K01802
OG0000993	Breviolum9977	K06891
OG0002033	Breviolum385040	K13289
OG0007638	Breviolum74752	K00777
OG0005931	Breviolum206760	K11136
OG0001494	Breviolum303689	K09649
OG0002222	Breviolum313784	K08056
OG0006243	Breviolum2127	K19755
OG0001018	Breviolum32776	K10523
OG0004412	Breviolum174868	K07238
OG0000018	Breviolum34460	K01802
OG0006288	Breviolum72764	K15262
OG0003265	Breviolum387650	K01358
OG0004470	Breviolum269567	K26236
OG0006062	Breviolum81450	K00432
OG0006164	Breviolum350104	K00208
OG0000842	Breviolum62961	K06668
OG0001005	Breviolum218280	K12877
